url	first_seen	portal	title	company	status
https://job-boards.greenhouse.io/sharkninjaoperatingllc/jobs/4673233006	2026-04-22	Greenhouse WebSearch — SDET	Software Development Engineer in Test	SharkNinja	skipped_location
https://job-boards.greenhouse.io/santex/jobs/8504641002	2026-04-22	Greenhouse WebSearch — QA Lead	Senior QA Lead	Santex	skipped_location
https://remotive.com/remote/jobs/qa/senior-sdet-4416978	2026-04-22	Remotive WebSearch — SDET	Senior SDET	CI&T	skipped_location
https://remotive.com/remote/jobs/qa/sdet-qa-automation-engineer-1713315	2026-04-22	Remotive WebSearch — SDET	SDET QA Automation Engineer	McFadyen Digital	skipped_expired
https://remotive.com/remote/jobs/qa/sdet-engineer-4389536	2026-04-22	Remotive WebSearch — SDET	SDET Engineer	AgileEngine	skipped_location
https://remotive.com/remote/jobs/qa/staff-sdet-engineer-4240859	2026-04-22	Remotive WebSearch — SDET	Staff SDET Engineer	Cint	skipped_location
https://apply.workable.com/cloudlinux-1/j/71755C8BDB	2026-04-22	Workable WebSearch — SDET	Middle SDET/QA Automation Engineer	CloudLinux	skipped_expired
https://apply.workable.com/cloudlinux-1/j/5781E9695C	2026-04-22	Workable WebSearch — SDET	SDET/QA Automation Engineer ELS	CloudLinux	skipped_expired
https://apply.workable.com/j/E55432B76F	2026-04-22	Workable WebSearch — SDET	SDET/QA Automation Engineer	CloudLinux	skipped_expired
https://apply.workable.com/cloudlinux-1/j/368AAB40A0/	2026-04-22	Workable WebSearch — SDET	SDET/QA Automation Engineer	CloudLinux	skipped_expired
https://apply.workable.com/jobgether/j/97DFE99E39	2026-04-22	Workable WebSearch — QA	QA Automation Test Engineer II	Jobgether	skipped_expired
https://apply.workable.com/alex-staff-agency-careers/j/E6193EF8C3	2026-04-22	Workable WebSearch — SDET	Senior SDET/QA Automation Engineer	Alex Staff Agency	skipped_expired
https://apply.workable.com/alex-staff-agency-careers/j/EBFB326FB1	2026-04-22	Workable WebSearch — SDET	Senior SDET/QA Automation Engineer	Alex Staff Agency	skipped_expired
https://himalayas.app/companies/thalamus/jobs/software-development-engineer-in-test	2026-04-22	Himalayas WebSearch — SDET	Software Development Engineer in Test	Thalamus	skipped_expired
https://himalayas.app/companies/jobgether/jobs/senior-software-development-engineer-in-test-sdet	2026-04-22	Himalayas WebSearch — SDET	Senior SDET	Jobgether	skipped_expired
https://www.workatastartup.com/jobs/63317	2026-04-22	WorkAtAStartup WebSearch — SDET	QA (SDET)	Kodo	skipped_location
https://job-boards.greenhouse.io/rapidfortinc/jobs/4135905009	2026-04-22	Greenhouse WebSearch — SDET	Sr SDET / Sr QA Automation Engineer	RapidFort	new
https://jobs.ashbyhq.com/onebrief/91e6c5c3-7552-4dcf-a06e-16cc6212efb7	2026-04-22	Ashby WebSearch — Q2	Software Development Engineer in Test	Onebrief	new
https://jobs.ashbyhq.com/onebrief/7ed44919-59c8-4bf8-bad8-fb7b64d42588	2026-04-22	Ashby WebSearch — Q2	Senior Test Automation Engineer	Onebrief	new
https://jobs.ashbyhq.com/onebrief/a8650772-d66e-4e77-aa0e-7500a2659fdd	2026-04-22	Ashby WebSearch — Q37	Staff Test Automation Engineer	Onebrief	new
https://jobs.lever.co/dronedeploy/487cfa63-2c07-4021-ba37-0a8dcdc583ee	2026-04-22	Lever WebSearch — Q8	Lead QA Engineer	DroneDeploy	new
https://jobs.ashbyhq.com/empower%20finance/48a1274a-5436-485f-9471-86db3db479de	2026-04-22	Ashby WebSearch — Q3	Sr. QA Engineer	Empower Finance	new
https://jobs.ashbyhq.com/masabi/d7eec85c-b925-4d61-9aef-c3938e8b0b67	2026-04-22	Ashby WebSearch — Q2	QA Automation Engineer	Masabi	new
https://job-boards.greenhouse.io/spycloud/jobs/6681962003	2026-04-22	Greenhouse WebSearch — Q5	Staff Software Developer in Test (SDET)	SpyCloud	new
https://alteryx.wd108.myworkdayjobs.com/alteryxcareers/job/us---remote/software-development-engineer-in-test_r11901	2026-04-22	Glassdoor WebSearch — Q19	Software Development Engineer in Test	Alteryx	new
https://weworkremotely.com/remote-jobs/secure-privacy-qa-engineer-ai-automation-intelligent-testing	2026-04-22	WeWorkRemotely WebSearch — Q22	QA Engineer – AI Automation & Intelligent Testing	Secure Privacy	new
https://weworkremotely.com/remote-jobs/maticon-sdet-qa-automation-engineer	2026-04-22	WeWorkRemotely WebSearch — Q22	SDET / QA Automation Engineer	Maticon	new
https://job-boards.greenhouse.io/scaleai/jobs/4667108005	2026-04-22	Greenhouse API — ScaleAI	Quality Lead	Scale AI	skipped_title
https://job-boards.greenhouse.io/scaleai/jobs/4683041005	2026-04-22	Greenhouse API — ScaleAI	Quality Lead II	Scale AI	skipped_location
https://job-boards.greenhouse.io/appliedintuition/jobs/4045057005	2026-04-22	Greenhouse WebSearch — Q5	Test Automation Engineer	Applied Intuition	skipped_expired
https://job-boards.greenhouse.io/remotepeople/jobs/4796152101	2026-04-22	Greenhouse WebSearch — Q5	QA Automation Engineer	Remote People	skipped_location
https://remotive.com/remote/jobs/qa/test-automation-engineer-sdet-3865853	2026-04-22	Remotive WebSearch — Q23	Test Automation Engineer / SDET	Poscomputing	skipped_expired
https://builtin.com/job/engineer/software-development-engineer-test-sdet/90062	2026-04-22	BuiltIn WebSearch — Q21	Software Development Engineer in Test (SDET)	Litify	skipped_expired
https://builtin.com/job/manager-software-development-engineer-test-sdet/2811669	2026-04-22	BuiltIn WebSearch — Q21	Manager SDET	Evidation	skipped_expired
https://apply.workable.com/seliuk-ltd/j/6C2F22BFA4	2026-04-22	Workable WebSearch — Q10	Senior SDET/QA Automation Engineer	SELIUK LTD	skipped_title
https://apply.workable.com/jobgether/j/BF65DC8681	2026-04-22	Workable WebSearch — Q10	Software Development Engineer in Test (SDET)	Jobgether	skipped_expired
https://jobs.lever.co/insiderone/7af7b270-7de3-4da2-8f21-14f605b30a93	2026-04-22	Lever WebSearch — Q8	Senior Software Quality Assurance Engineer	Insider One	skipped_location
https://jobs.lever.co/xsolla/48f10a37-00a9-4214-aa69-3548f6a6500c	2026-04-22	Lever WebSearch — Q8	Director of QA	Xsolla	skipped_title
https://remotive.com/remote/jobs/qa/senior-quality-assurance-automation-engineer-4286203	2026-04-22	Remotive WebSearch — Scan 5 Q7	Senior Quality Assurance Automation Engineer	Stellus Rx	new
https://jobs.lever.co/insiderone/245dab2b-edba-4430-9a0c-0fe8ae486d72	2026-04-22	Lever WebSearch — Scan 5 Q5	Software Quality Assurance Team Lead	Insider One	skipped_expired
https://jobs.lever.co/aofl/e1ffd839-aaca-4c5a-b66f-1c50340fc7d6	2026-04-22	Lever WebSearch — Scan 5 Q5	Director Quality Assurance	Age of Learning	skipped_expired
https://jobs.lever.co/jobgether/4e04d692-7184-434a-a0fa-62899862faab	2026-04-22	Lever WebSearch — Scan 5 Q5	Quality Assurance Lead REMOTE	Jobgether	skipped_expired
https://jobs.lever.co/jobgether/71f83329-a376-4c4b-aba2-8b6cf73af4b8	2026-04-22	Lever WebSearch — Scan 5 Q5	QA Lead Fully Remote	Jobgether	skipped_expired
https://weworkremotely.com/remote-jobs/golance-qa-engineer-sdet	2026-04-22	WeWorkRemotely — Scan 5 Q13	QA Engineer SDET	goLance	skipped_expired
https://weworkremotely.com/remote-jobs/remotestar-devops-qa-automation-engineer-remote	2026-04-22	WeWorkRemotely — Scan 5 Q13	DevOps & QA Automation Engineer	Remotestar	skipped_expired
https://weworkremotely.com/remote-jobs/toptal-qa-automation-engineer	2026-04-22	WeWorkRemotely — Scan 5 Q13	QA Automation Engineer	Toptal	skipped_expired
https://jobs.ashbyhq.com/block-labs/008f6756-ff53-4d6e-95fb-be048a45d876	2026-04-22	Ashby WebSearch — Scan 5 Q18	QA Automation Engineer	Block Labs	skipped_expired
https://himalayas.app/companies/datamaxis/jobs/software-development-engineer-in-test-sdet-with-salesforce	2026-04-22	Himalayas WebSearch — Scan 5 Q15	SDET with Salesforce	DATAMAXIS	skipped_expired
https://job-boards.greenhouse.io/affirm/jobs/6341258003	2026-04-22	Greenhouse WebSearch — Scan 6	Senior Software Development Engineer in Test (Test infra)	Affirm	skipped_expired
https://boards.greenhouse.io/boldmetrics/jobs/4419897005	2026-04-22	Greenhouse WebSearch — Scan 6	Software Developer in Test (SDET)	Bold Metrics	skipped_expired
https://job-boards.greenhouse.io/ninjatrader/jobs/4626215006	2026-04-22	Greenhouse WebSearch — Scan 6	Staff Test Engineer	NinjaTrader	skipped_location
https://job-boards.greenhouse.io/quince/jobs/5186354008	2026-04-22	Greenhouse WebSearch — Scan 6	Staff Engineer SDET	Quince	skipped_location
https://job-boards.greenhouse.io/vonage/jobs/8506365002	2026-04-22	Greenhouse WebSearch — Scan 6	Lead Performance Tester SDET	Vonage	skipped_location
https://job-boards.greenhouse.io/dialpad/jobs/8475167002	2026-04-22	Greenhouse WebSearch — Scan 6	Sr. SDET	Dialpad	skipped_location
https://job-boards.greenhouse.io/drivewealth/jobs/7637709003	2026-04-22	Greenhouse WebSearch — Scan 6	Senior QA Engineer Trading	DriveWealth	skipped_location
https://job-boards.greenhouse.io/oura/jobs/4208101009	2026-04-22	Greenhouse WebSearch — Scan 6	Senior Quality Assurance Engineer	Oura	skipped_title
https://job-boards.greenhouse.io/andurilindustries/jobs/5085878007	2026-04-22	Greenhouse WebSearch — Scan 6	Senior Test Automation Engineer	Anduril	skipped_location
https://job-boards.greenhouse.io/alpaca/jobs/5725656004	2026-04-22	Greenhouse WebSearch — Scan 6	Senior Software Development Engineer in Test	Alpaca	added
https://job-boards.greenhouse.io/outsetmedical/jobs/8370972002	2026-04-22	Greenhouse WebSearch — Scan 6	Senior Software Development Engineer in Test	Outset Medical	skipped_location
https://jobs.lever.co/aofl/a70c10a2-d347-4e3e-96dc-da747ab2daa6	2026-04-22	Lever WebSearch — Scan 6	Senior Quality Assurance Analyst	Age of Learning	skipped_expired
https://jobs.lever.co/smart-working-solutions/bdcdd311-40f8-433c-85ce-19f9e7af4523	2026-04-22	Lever WebSearch — Scan 6	QA Automation Engineer	Smart Working Solutions	skipped_expired
https://jobs.ashbyhq.com/percona/8fa1b24e-6b7c-42eb-9334-cbe8573a662b	2026-04-22	Ashby WebSearch — Scan 6	Senior Quality Engineer	Percona	skipped_expired
https://job-boards.greenhouse.io/vercel/jobs/5843010004	2026-04-22	greenhouse-api	Anti-Abuse Automation Engineer	Vercel	added
https://www.okta.com/company/careers/opportunity/7782588?gh_jid=7782588	2026-04-22	greenhouse-api	Staff Software Engineer in Test, PAM 	Okta	added
https://job-boards.greenhouse.io/scaleai/jobs/4685061005	2026-04-22	greenhouse-api	Robotics Quality Lead Associate	Scale AI	added
https://job-boards.greenhouse.io/scaleai/jobs/4685059005	2026-04-22	greenhouse-api	Robotics Quality Lead I	Scale AI	added
https://job-boards.greenhouse.io/anthropic/jobs/5098025008	2026-04-22	greenhouse-api	Model Quality Software Engineer, Claude Code	Anthropic	added
https://job-boards.greenhouse.io/anthropic/jobs/4020350008	2026-04-22	greenhouse-api	Performance Engineer	Anthropic	added
https://job-boards.greenhouse.io/anthropic/jobs/4926227008	2026-04-22	greenhouse-api	Performance Engineer, GPU	Anthropic	added
https://job-boards.greenhouse.io/anthropic/jobs/5058191008	2026-04-22	greenhouse-api	Strategic Account Executive, Asset & Wealth Management	Anthropic	added
https://job-boards.greenhouse.io/doordashusa/jobs/7752932	2026-04-22	greenhouse-api	Associate Manager, QA Strategy & Operations	DoorDash	added
https://jobs.ashbyhq.com/snowflake/1309d94f-1450-41a3-a1cd-17125cfcb6d9	2026-04-22	ashby-api	Senior Penetration Testing Engineer 	Snowflake	added
https://jobs.ashbyhq.com/openai/38ddaa2c-a490-427a-8457-0e92bf00138c	2026-04-22	ashby-api	ChatGPT Performance Engineer	OpenAI	added
https://jobs.ashbyhq.com/openai/6eb386ac-9056-4795-aa79-a27e105faf5c	2026-04-22	ashby-api	Training Performance Engineer	OpenAI	added
https://jobs.ashbyhq.com/openai/fff7b15d-a1a0-441f-90f1-5efcae7f0051	2026-04-22	ashby-api	Quality Engineer - Rack Infrastructure & Site Operations - Stargate	OpenAI	added
https://jobs.ashbyhq.com/openai/63f7f0b3-ba2c-437b-87ba-ec476729f071	2026-04-22	ashby-api	Release Engineer, Consumer Devices	OpenAI	added
https://jobs.ashbyhq.com/openai/2c9d0566-69b1-435e-bd8f-4eefc04dd076	2026-04-22	ashby-api	Component and Product Quality Engineer, Interconnects	OpenAI	added
https://jobs.ashbyhq.com/openai/8a950265-0527-48f8-be3c-2923d7d96940	2026-04-22	ashby-api	Manufacturing Test Engineer, AI Compute Infrastructure - Stargate	OpenAI	added
https://jobs.ashbyhq.com/openai/ec0a4e03-bbcc-4c64-813f-b53dabb8f53a	2026-04-22	ashby-api	Workload Porting & Performance Engineer	OpenAI	added
https://jobs.lever.co/magnetforensics/a3da8213-9f7a-4900-9ac2-8553c5919dee	2026-04-22	Lever WebSearch — SDET	Software Development Engineer in Test	Magnet Forensics	added
https://job-boards.greenhouse.io/bpcs/jobs/7497300	2026-04-22	Greenhouse WebSearch — SDET	Software Development Engineer in Test (SDET)	Blueprint Technologies	added
https://remotive.com/remote-jobs/qa/senior-qa-automation-engineer-2011766	2026-04-22	Remotive WebSearch — QA Automation	Senior QA Automation Engineer	Fieldwire	added
https://remotive.com/remote/jobs/qa/senior-staff-software-quality-engineer-4334528	2026-04-22	Remotive WebSearch — QA	Senior/Staff Software Quality Engineer	Continued	added
https://jobs.ashbyhq.com/delos-data/8be17607-cd2b-4cff-9e96-9733ea9eceeb	2026-04-22	Ashby WebSearch — SDET	Software Development Engineer in Test – AI	Delos Data Inc	added
https://jobs.ashbyhq.com/ashby/2e0d2b8e-0f2a-4fb4-9156-703dcc1a7d7d	2026-04-22	Ashby WebSearch — SDET	Software Developer In Test	Ashby	added
https://job-boards.greenhouse.io/sonyinteractiveentertainmentglobal/jobs/5272216004	2026-04-22	Greenhouse WebSearch — SDET	Software Development Engineer in Test (SDET)	PlayStation Global	skipped_location
https://job-boards.greenhouse.io/sonyinteractiveentertainmentglobal/jobs/5831459004	2026-04-22	Greenhouse WebSearch — SDET	Software Development Engineer in Test II (SDET)	PlayStation Global	skipped_location
https://jobs.lever.co/hivebrite/8a7e0fee-9d95-4c3e-8429-927f8847851b	2026-04-22	Lever WebSearch — QA Lead	Senior QA Engineer	Hivebrite	skipped_location
https://jobs.ashbyhq.com/truelogic/33e25e07-f73a-4696-a65c-9da7728f3fec	2026-04-22	Ashby WebSearch — SDET	Senior SDET (Test & Quality Focus)	Truelogic	skipped_location
https://remotive.com/remote/jobs/qa/sr-qa-automation-engineer-4351429	2026-04-22	Remotive WebSearch — QA	Sr QA Automation Engineer	Motive	skipped_location
https://jobs.lever.co/jobgether/9f02dd8a-b05f-49b5-baf3-8f332004973b	2026-04-22	Lever WebSearch — SDET	SR Software Development Test Engineer Level 3	Jobgether	skipped_expired
https://jobs.ashbyhq.com/fullstory/4480a6d5-231e-420c-a69f-8d748b343118	2026-04-22	ashby-api	Senior AI Automation Engineer	FullStory	added
https://job-boards.greenhouse.io/calendly/jobs/8506905002	2026-04-22	greenhouse-api	Security Automation Engineer	Calendly	added
https://www.klaviyo.com/careers/jobs?gh_jid=7669738003	2026-04-22	greenhouse-api	Talent Acquisition Systems & Automation Lead	Klaviyo	added
https://www.samsara.com/company/careers/roles/7610374?gh_jid=7610374	2026-04-22	greenhouse-api	Sr. Automation Engineer (Infra)	Samsara	added
https://www.mongodb.com/careers/job/?gh_jid=7571255	2026-04-22	greenhouse-api	SDET Engineer, Query	MongoDB	added
https://job-boards.greenhouse.io/mercury/jobs/5848405004	2026-04-22	greenhouse-api	Senior Engineering Manager - Release Engineering	Mercury	added
https://www.fastly.com/about/jobs/apply?gh_jid=7685198	2026-04-22	greenhouse-api	Principal Engineer - Release Engineering	Fastly	added
https://jobs.ashbyhq.com/vanta/b9e2eb5b-5944-4843-9a61-b832013cc795	2026-04-22	ashby-api	Salesforce Quality Engineer	Vanta	added
https://www.pinterestcareers.com/jobs/?gh_jid=7642256	2026-04-22	greenhouse-api	Sr. QA Engineer, tvScientific	Pinterest	added
https://www.pinterestcareers.com/jobs/?gh_jid=7366112	2026-04-22	greenhouse-api	VP, Ads Quality Engineering	Pinterest	added
https://jobs.lever.co/whoop/6c3200b0-3192-4fef-ac73-8ebf50246a47	2026-04-22	lever-api	Senior Hardware Quality Engineer (NPI)	Whoop	added
https://databricks.com/company/careers/open-positions/job?gh_jid=8463169002	2026-04-22	greenhouse-api	Sr IT Systems/Automation Engineer	Databricks	added
https://job-boards.greenhouse.io/clickhouse/jobs/5654026004	2026-04-22	greenhouse-api	QA Engineer - Core Database (remote)	ClickHouse	added
https://job-boards.greenhouse.io/clickhouse/jobs/5813432004	2026-04-22	greenhouse-api	Release Engineer - Data Plane	ClickHouse	added
https://job-boards.greenhouse.io/clickhouse/jobs/5768080004	2026-04-22	greenhouse-api	Senior Cloud Performance Engineer	ClickHouse	added
https://sofi.com/careers/job/7704502003?gh_jid=7704502003	2026-04-22	greenhouse-api	AI Automation Lead	SoFi	added
https://www.talkspace.com/careers/job?gh_jid=5732849004	2026-04-22	greenhouse-api	QA Automation Engineer (AI Systems & Web Apps)  	Talkspace	added
https://careers.onepeloton.com/en/all-jobs/?gh_jid=6378217	2026-04-22	greenhouse-api	Mechanical Test Engineer	Peloton	added
https://careers.onepeloton.com/en/all-jobs/?gh_jid=7657669	2026-04-22	greenhouse-api	Software Development Engineer in Test	Peloton	added
https://job-boards.greenhouse.io/clickhouse/jobs/5654027004	2026-04-22	greenhouse-api	QA Engineer - Core Database (remote)	ClickHouse	added
https://careers.hellofresh.com/global/en/job/7784809?gh_jid=7784809	2026-04-22	greenhouse-api	Associate Quality Manager	HelloFresh	added
https://careers.hellofresh.com/global/en/job/7821708?gh_jid=7821708	2026-04-22	greenhouse-api	Food Safety and Quality Lead	HelloFresh	added
https://careers.hellofresh.com/global/en/job/7642627?gh_jid=7642627	2026-04-22	greenhouse-api	Food Safety and Quality Lead	HelloFresh	added
https://www.adzuna.com/details/5707336468?utm_medium=api&utm_source=321f183d	2026-04-22	Adzuna — QA & Test titles	Senior Test Engineer RDKB & CPE Platforms	DCM Infotech Limited	added
https://www.adzuna.com/land/ad/5701318556?se=NipQI6U-8RG8pp5SnrfL9Q&utm_medium=api&utm_source=321f183d&v=2A9723554587C0B29C2D9F3B4271455F515873F6	2026-04-22	Adzuna — QA & Test titles	Sr. Quality Analyst, Operations Assurance	RTX	added
https://www.adzuna.com/details/5699374145?utm_medium=api&utm_source=321f183d	2026-04-22	Adzuna — QA & Test titles	Test Engineer	Performix Business Services, LLC	added
https://www.adzuna.com/details/5690600953?utm_medium=api&utm_source=321f183d	2026-04-22	Adzuna — QA & Test titles	Supplier Quality Engineer II	Edwards Lifesciences	added
https://www.adzuna.com/details/5683248536?utm_medium=api&utm_source=321f183d	2026-04-22	Adzuna — QA & Test titles	AI QA Automation Engineer	Introlligent Inc.	added
https://www.adzuna.com/details/5707659471?utm_medium=api&utm_source=321f183d	2026-04-22	Adzuna — Automation & SDET titles	SDET - Lab Technician	Fiserv	added
https://www.adzuna.com/details/5707659472?utm_medium=api&utm_source=321f183d	2026-04-22	Adzuna — Automation & SDET titles	Sr. Software Development Engineer in Test	Fiserv	added
https://www.adzuna.com/details/5707639853?utm_medium=api&utm_source=321f183d	2026-04-22	Adzuna — Automation & SDET titles	QA Automation Engineer - Remote / Telecommute	Cynet Systems	added
https://www.adzuna.com/land/ad/5707636407?se=msk3JKU-8RGcisPYkISD7w&utm_medium=api&utm_source=321f183d&v=8E95245D716B53D0B4EF763B70D4DD2320B4E6A4	2026-04-22	Adzuna — Automation & SDET titles	SDET	Randstad Digital	added
https://www.adzuna.com/details/5707343000?utm_medium=api&utm_source=321f183d	2026-04-22	Adzuna — Automation & SDET titles	SDET Integration Test Engineer	GState Consulting LLC	added
https://www.adzuna.com/details/5707340531?utm_medium=api&utm_source=321f183d	2026-04-22	Adzuna — Automation & SDET titles	Remote - Sr. SDET (AI-Augmented) - Contract to Hire	Octans Group LLC	added
https://www.adzuna.com/details/5707340505?utm_medium=api&utm_source=321f183d	2026-04-22	Adzuna — Automation & SDET titles	Automation/SDET - Remote (healtcare)	Drevol LLC	added
https://www.adzuna.com/details/5707340342?utm_medium=api&utm_source=321f183d	2026-04-22	Adzuna — Automation & SDET titles	W2 only | Principal Data QA Engineer / Lead SDET (Databricks, Spark) | Dallas TX/Seattle, WA ONSITE	Advent Global Solutions, Inc.	added
https://www.adzuna.com/details/5707338177?utm_medium=api&utm_source=321f183d	2026-04-22	Adzuna — Automation & SDET titles	SDET (Contact Center / IVR)	Capgemini America, Inc.	added
https://www.adzuna.com/details/5707337548?utm_medium=api&utm_source=321f183d	2026-04-22	Adzuna — Automation & SDET titles	SDET - Python/Java	XFORIA Inc	added
https://www.adzuna.com/details/5707333561?utm_medium=api&utm_source=321f183d	2026-04-22	Adzuna — Automation & SDET titles	SDET Engineer / Quality Engineer	Raas Infotek LLC	added
https://www.adzuna.com/details/5707332194?utm_medium=api&utm_source=321f183d	2026-04-22	Adzuna — Automation & SDET titles	Device Automation Test Engineer	Rapsys Technologies	added
https://www.adzuna.com/details/5707331046?utm_medium=api&utm_source=321f183d	2026-04-22	Adzuna — Automation & SDET titles	SDET - Software Development Engineer in Test - USA Remote	INUIX Consulting	added
https://www.adzuna.com/land/ad/5707187564?se=msk3JKU-8RGcisPYkISD7w&utm_medium=api&utm_source=321f183d&v=0FA237DE3CE987D6DBAFBAE56B5D618DCB11D642	2026-04-22	Adzuna — Automation & SDET titles	Senior Software Development Engineer (SDET)	Donnelley Financial Solutions, Inc.	added
https://www.adzuna.com/details/5706920912?utm_medium=api&utm_source=321f183d	2026-04-22	Adzuna — Automation & SDET titles	Automation Engineer (SDET)	Expedite Technology Solutions, LLC	added
https://www.adzuna.com/details/5706920005?utm_medium=api&utm_source=321f183d	2026-04-22	Adzuna — Automation & SDET titles	Software Development Engineer in Test(SDET)	SS&C	added
https://www.adzuna.com/details/5706820060?utm_medium=api&utm_source=321f183d	2026-04-22	Adzuna — Automation & SDET titles	Global Head of Quality Assurance, VP III - State Street Investment Management	State Street	addedhttps://www.adzuna.com/land/ad/5707187435	2026-04-23	Adzuna — Automation & SDET titles US	Senior Software Development Engineer (SDET)	Donnelley Financial Solutions, Inc.	added
https://www.adzuna.com/details/5707680609?utm_medium=api&utm_source=321f183d	2026-04-23	Adzuna — Automation & SDET titles US	Software Developer Engineer in Test (SDET) - Hybrid / Contract to Hire Role	TrustMinds, Inc.	added
https://www.adzuna.com/land/ad/5707187442	2026-04-23	Adzuna — Automation & SDET titles US	Senior Software Development Engineer (SDET)	Donnelley Financial Solutions, Inc.	added
https://www.adzuna.com/details/5707690870?utm_medium=api&utm_source=321f183d	2026-04-23	Adzuna — Automation & SDET titles US	QA Automation Engineer - Remote / Telecommute	Cynet Systems	added
https://www.adzuna.com/land/ad/5707187375	2026-04-23	Adzuna — Automation & SDET titles US	Senior Software Development Engineer (SDET)	Donnelley Financial Solutions, Inc.	added
https://www.adzuna.com/details/5707819012?utm_medium=api&utm_source=321f183d	2026-04-23	Adzuna — Automation & SDET titles US	Automation Test Engineer	SAIC	added
https://www.adzuna.com/land/ad/5707861829	2026-04-23	Adzuna — QA & Test titles US	Senior Quality Engineering Manager (Onsite)	Pratt & Whitney	added
https://www.adzuna.com/details/5707868199?utm_medium=api&utm_source=321f183d	2026-04-23	Adzuna — Automation & SDET titles US	Software Engineering Manager 3 (QA Payments Engineering)	U.S. Bank	added
https://www.adzuna.com/details/5707950185?utm_medium=api&utm_source=321f183d	2026-04-23	Adzuna — Automation & SDET titles US	Quality Assurance Lead	NeuraFlash, Part of Accenture	added
https://www.adzuna.com/details/5707991463?utm_medium=api&utm_source=321f183d	2026-04-23	Adzuna — Automation & SDET titles US	SDET	Glint Tech Solutions LLC	added
https://www.adzuna.com/land/ad/5708094364	2026-04-23	Adzuna — Automation & SDET titles US	Sdet	CGI	added
https://jobs.lever.co/whoop/11d7d642-b301-41e7-8d7b-7b25651c9882	2026-04-23	lever-api	Electrical Test Engineering Tech Lead	Whoop	added
https://job-boards.greenhouse.io/faeththerapeutics/jobs/4226312009	2026-04-23	Greenhouse WebSearch	Staff SDET	Faeth Therapeutics	added
https://jobs.lever.co/tpgsi/f4983e3e-e8c6-4276-bda0-83d386eff692	2026-04-23	Lever WebSearch	QA Manager and Lead Test Engineer	Turning Point Global Solutions	added
https://himalayas.app/companies/jobgether/jobs/qa-automation-tech-lead-remote-us	2026-04-23	Himalayas WebSearch	QA Automation Tech Lead	Jobgether	added
https://apply.workable.com/jobgether/j/92404B192D	2026-04-23	Workable WebSearch	Test Automation Engineer	Jobgether	added
https://jobs.lever.co/jobgether/0392f0b1-c026-4314-b83a-b5918a9b4ccc	2026-04-23	Lever WebSearch	QA Lead	Jobgether	added
https://jobs.ashbyhq.com/assured/4f27b41f-001d-46f1-afad-532ac5b0f139	2026-04-23	WebSearch	Staff QA Engineer	Assured	added
https://jobs.ashbyhq.com/wander/121c24e0-eeff-49a8-ac56-793d2dbc9fcd	2026-04-23	WebSearch	Quality Assurance (QA) Engineer	Wander	added
https://jobs.ashbyhq.com/serverobotics/050cf1d0-4286-42e5-9b49-3659dada68d2	2026-04-23	WebSearch	QA Engineer Platform and Ops Tooling	Serve Robotics	added
https://boards.greenhouse.io/collectorsuniverse/jobs/5451432004	2026-04-23	WebSearch	Staff QA Automation Engineer/SDET	Collectors	added
https://www.linkedin.com/jobs/view/staff-sdet-at-vgs-3550782736	2026-04-23	WebSearch	Staff SDET	VGS	added
https://www.linkedin.com/jobs/view/senior-sdet-engineer-at-jobs-via-dice-4263149499	2026-04-23	WebSearch	Senior SDET Engineer	Jobs via Dice	added
https://www.linkedin.com/jobs/view/senior-software-development-engineer-in-test-sdet-at-sas-3747669613	2026-04-23	WebSearch	Senior SDET	SAS	added
https://www.linkedin.com/jobs/view/senior-sdet-remote-at-quanata-3928390964	2026-04-23	WebSearch	Senior SDET	Quanata	added
https://www.linkedin.com/jobs/view/sr-staff-sdet-at-alkami-technology-4189004677	2026-04-23	WebSearch	Sr Staff SDET	Alkami Technology	added
https://www.linkedin.com/jobs/view/staff-sdet-at-abbott-4034421121	2026-04-23	WebSearch	Staff SDET	Abbott	added
https://www.linkedin.com/jobs/view/senior-qa-automation-engineer-at-sada-2939989681	2026-04-23	WebSearch	Senior QA Automation Engineer	SADA	added
https://www.linkedin.com/jobs/view/senior-qa-automation-engineer-at-collectors-3208678580	2026-04-23	WebSearch	Senior QA Automation Engineer	Collectors	added
https://www.linkedin.com/jobs/view/senior-qa-automation-engineer-at-cybercoders-3099499399	2026-04-23	WebSearch	Senior QA Automation Engineer	CyberCoders	added
https://www.linkedin.com/jobs/view/senior-qa-automation-engineer-at-gallup-3300516759	2026-04-23	WebSearch	Senior QA Automation Engineer	Gallup	added
https://www.linkedin.com/jobs/view/senior-qa-automation-engineer-mobile-at-age-of-learning-3729462387	2026-04-23	WebSearch	Senior QA Automation Engineer - Mobile	Age of Learning	added
https://www.linkedin.com/jobs/view/senior-quality-assurance-automation-engineer-at-fragomen-3196969187	2026-04-23	WebSearch	Senior Quality Assurance Automation Engineer	Fragomen	added
https://www.dice.com/job-detail/3ef8c77d-3e03-4255-9c90-480e118ead35	2026-04-23	WebSearch	SDET Automation Engineer	Prohires	added
https://www.dice.com/job-detail/86286a9b-faa7-4cdd-9af8-5515e1e9727e	2026-04-23	WebSearch	SDET QA Automation Engineer	Techwizens LLC	added
https://www.dice.com/job-detail/f807828f-42de-462d-9bc9-8d4cfa023b21	2026-04-23	WebSearch	Test Automation Engineer (SDET)	ASSYST	added
